Term Name,Label,Term IRI,Term version IRI,Modified,Definition,Type,Used,Note,Replacement
dwc:formation,Formation,http://rs.tdwg.org/dwc/terms/formation,http://rs.tdwg.org/dwc/terms/version/formation-2023-06-28,2023-06-28,The full name of the lithostratigraphic formation from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation
dwc:genericName,Generic Name,http://rs.tdwg.org/dwc/terms/genericName,http://rs.tdwg.org/dwc/terms/version/genericName-2023-06-28,2023-06-28,The genus part of the dwc:scientificName without authorship.,Property,True,,
dwc:genus,Genus,http://rs.tdwg.org/dwc/terms/genus,http://rs.tdwg.org/dwc/terms/version/genus-2023-06-28,2023-06-28,The full scientific name of the genus in which the dwc:Taxon is classified.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Genus
dwc:geodeticDatum,Geodetic Datum,http://rs.tdwg.org/dwc/terms/geodeticDatum,http://rs.tdwg.org/dwc/terms/version/geodeticDatum-2023-06-28,2023-06-28,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude are based.",Property,True,,http://rs.tdwg.org/dwc/geospatial/GeodeticDatum
dwc:geologicalContextID,Geological Context ID,http://rs.tdwg.org/dwc/terms/geologicalContextID,http://rs.tdwg.org/dwc/terms/version/geologicalContextID-2023-06-28,2023-06-28,"An identifier for the set of information associated with a dwc:GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",Property,True,,
dwc:georeferenceProtocol,Georeference Protocol,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2023-06-28,2023-06-28,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",Property,Type:,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceProtocol
dwc:georeferenceRemarks,Georeference Remarks,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2023-06-28,2023-06-28,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in dwc:georeferenceProtocol.",Property,True,Type:,http://rs.tdwg.org/dwc/geospatial/GeoreferenceRemarks
dwc:georeferenceSources,Georeference Sources,http://rs.tdwg.org/dwc/terms/georeferenceSources,http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2023-06-28,2023-06-28,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the dcterms:Location, described specifically enough to allow anyone in the future to use the same resources.",Property,Type:,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceSources
dwc:georeferenceVerificationStatus,Georeference Verification Status,http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2023-06-28,2023-06-28,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the dcterms:Location of the dwc:Occurrence.,Property,True,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceVerificationStatus
dwc:georeferencedBy,Georeferenced By,http://rs.tdwg.org/dwc/terms/georeferencedBy,http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2023-06-28,2023-06-28,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the dcterms:Location.",Property,True,,
dwc:georeferencedDate,Georeferenced Date,http://rs.tdwg.org/dwc/terms/georeferencedDate,http://rs.tdwg.org/dwc/terms/version/georeferencedDate-2023-06-28,2023-06-28,The date on which the dcterms:Location was georeferenced.,Property,True,,
dwc:group,Group,http://rs.tdwg.org/dwc/terms/group,http://rs.tdwg.org/dwc/terms/version/group-2023-06-28,2023-06-28,The full name of the lithostratigraphic group from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group
dwc:habitat,Habitat,http://rs.tdwg.org/dwc/terms/habitat,http://rs.tdwg.org/dwc/terms/version/habitat-2023-06-28,2023-06-28,A category or description of the habitat in which the dwc:Event occurred.,Property,True,,
dwc:higherClassification,Higher Classification,http://rs.tdwg.org/dwc/terms/higherClassification,http://rs.tdwg.org/dwc/terms/version/higherClassification-2023-06-28,2023-06-28,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the referenced dwc:Taxon.,Property,True,,http://rs.tdwg.org/dwc/terms/higherTaxonName
dwc:higherGeography,Higher Geography,http://rs.tdwg.org/dwc/terms/higherGeography,http://rs.tdwg.org/dwc/terms/version/higherGeography-2023-06-28,2023-06-28,A list (concatenated and separated) of geographic names less specific than the information captured in the dwc:locality term.,Property,True,,http://rs.tdwg.org/dwc/dwcore/HigherGeography
dwc:higherGeographyID,Higher Geography ID,http://rs.tdwg.org/dwc/terms/higherGeographyID,http://rs.tdwg.org/dwc/terms/version/higherGeographyID-2023-06-28,2023-06-28,An identifier for the geographic region within which the dcterms:Location occurred.,Property,True,,
dwc:higherTaxonName,Higher Taxon Name,http://rs.tdwg.org/dwc/terms/higherTaxonName,http://rs.tdwg.org/dwc/terms/version/higherTaxonName-2009-04-24,2009-08-24,A list (concatenated and separated) of the names for the taxonomic ranks less specific than that given in the scientificName.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/dwcore/HigherTaxon
dwc:higherTaxonNameID,Higher Taxon Name ID,http://rs.tdwg.org/dwc/terms/higherTaxonNameID,http://rs.tdwg.org/dwc/terms/version/higherTaxonNameID-2009-04-24,2009-08-24,A unique identifier for the name of the next higher rank than the scientificName in a taxonomic classification. See higherTaxonName.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/HigherTaxonID
dwc:higherTaxonconceptID,Higher Taxon Concept ID,http://rs.tdwg.org/dwc/terms/higherTaxonconceptID,http://rs.tdwg.org/dwc/terms/version/higherTaxonconceptID-2009-04-24,2009-08-24,A unique identifier for the taxon concept less specific than that given in the taxonConceptID.,Property,False,This term is no longer recommended for use.,
dwc:highestBiostratigraphicZone,Highest Biostratigraphic Zone,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,http://rs.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2017-10-06,2017-10-06,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone
dwc:identificationAttributes,Identification Attributes,http://rs.tdwg.org/dwc/terms/identificationAttributes,http://rs.tdwg.org/dwc/terms/version/identificationAttributes-2009-04-24,2009-10-09,"A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the Identification.",Property,False,This term is no longer recommended for use.,
dwc:identificationID,Identification ID,http://rs.tdwg.org/dwc/terms/identificationID,http://rs.tdwg.org/dwc/terms/version/identificationID-2023-06-28,2023-06-28,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,Property,True,,
dwc:identificationQualifier,Identification Qualifier,http://rs.tdwg.org/dwc/terms/identificationQualifier,http://rs.tdwg.org/dwc/terms/version/identificationQualifier-2023-06-28,2023-06-28,"A brief phrase or a standard term (""cf."", ""aff."") to express the determiner's doubts about the dwc:Identification.",Property,True,,http://rs.tdwg.org/dwc/dwcore/IdentificationQualifier
dwc:identificationReferences,Identification References,http://rs.tdwg.org/dwc/terms/identificationReferences,http://rs.tdwg.org/dwc/terms/version/identificationReferences-2023-06-28,2023-06-28,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the dwc:Identification.",Property,Type:,,
dwc:identificationRemarks,Identification Remarks,http://rs.tdwg.org/dwc/terms/identificationRemarks,http://rs.tdwg.org/dwc/terms/version/identificationRemarks-2023-06-28,2023-06-28,Comments or notes about the dwc:Identification.,Property,True,Type:,
dwc:identificationVerificationStatus,Identification Verification Status,http://rs.tdwg.org/dwc/terms/identificationVerificationStatus,http://rs.tdwg.org/dwc/terms/version/identificationVerificationStatus-2023-06-28,2023-06-28,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,Property,True,,
dwc:identifiedBy,Identified By,http://rs.tdwg.org/dwc/terms/identifiedBy,http://rs.tdwg.org/dwc/terms/version/identifiedBy-2023-06-28,2023-06-28,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the dwc:Taxon to the subject.",Property,True,,http://rs.tdwg.org/dwc/curatorial/IdentifiedBy
dwc:identifiedByID,Identified By ID,http://rs.tdwg.org/dwc/terms/identifiedByID,http://rs.tdwg.org/dwc/terms/version/identifiedByID-2023-06-28,2023-06-28,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for assigning the dwc:Taxon to the subject.",Property,True,,
dwc:individualCount,Individual Count,http://rs.tdwg.org/dwc/terms/individualCount,http://rs.tdwg.org/dwc/terms/version/individualCount-2023-06-28,2023-06-28,The number of individuals present at the time of the dwc:Occurrence.,Property,True,,http://rs.tdwg.org/dwc/curatorial/IndividualCount
dwc:individualID,Individual ID,http://rs.tdwg.org/dwc/terms/individualID,http://rs.tdwg.org/dwc/terms/version/individualID-2009-04-24,2014-10-23,An identifier for an individual or named group of individual organisms represented in the Occurrence. Meant to accommodate resampling of the same individual or group for monitoring purposes. May be a global unique identifier or an identifier specific to a data set.,Property,False,This term is no longer recommended for use.,
dwc:informationWithheld,Information Withheld,http://rs.tdwg.org/dwc/terms/informationWithheld,http://rs.tdwg.org/dwc/terms/version/informationWithheld-2023-06-28,2023-06-28,"Additional information that exists, but that has not been shared in the given record.",Property,True,,http://rs.tdwg.org/dwc/dwcore/InformationWithheld
dwc:infragenericEpithet,Infrageneric Epithet,http://rs.tdwg.org/dwc/terms/infragenericEpithet,http://rs.tdwg.org/dwc/terms/version/infragenericEpithet-2023-06-28,2023-06-28,The infrageneric part of a binomial name at ranks above species but below genus.,Property,True,,
dwc:infraspecificEpithet,Infraspecific Epithet,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,http://rs.tdwg.org/dwc/terms/version/infraspecificEpithet-2023-06-28,2023-06-28,"The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.",Property,True,,http://rs.tdwg.org/dwc/dwcore/InfraspecificEpithet
dwc:institutionCode,Institution Code,http://rs.tdwg.org/dwc/terms/institutionCode,http://rs.tdwg.org/dwc/terms/version/institutionCode-2023-06-28,2023-06-28,The name (or acronym) in use by the institution having custody of the object(s) or information referred to in the record.,Property,True,,http://rs.tdwg.org/dwc/dwcore/InstitutionCode
dwc:institutionID,Institution ID,http://rs.tdwg.org/dwc/terms/institutionID,http://rs.tdwg.org/dwc/terms/version/institutionID-2023-06-28,2023-06-28,An identifier for the institution having custody of the object(s) or information referred to in the record.,Property,True,,
dwc:island,Island,http://rs.tdwg.org/dwc/terms/island,http://rs.tdwg.org/dwc/terms/version/island-2023-06-28,2023-06-28,The name of the island on or near which the dcterms:Location occurs.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Island
dwc:islandGroup,Island Group,http://rs.tdwg.org/dwc/terms/islandGroup,http://rs.tdwg.org/dwc/terms/version/islandGroup-2023-06-28,2023-06-28,The name of the island group in which the dcterms:Location occurs.,Property,True,,http://rs.tdwg.org/dwc/dwcore/IslandGroup
dwc:kingdom,Kingdom,http://rs.tdwg.org/dwc/terms/kingdom,http://rs.tdwg.org/dwc/terms/version/kingdom-2023-06-28,2023-06-28,The full scientific name of the kingdom in which the dwc:Taxon is classified.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Kingdom
dwc:latestAgeOrHighestStage,Latest AgeOr Highest Stage,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,http://rs.tdwg.org/dwc/terms/version/latestAgeOrHighestStage-2023-06-28,2023-06-28,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage
dwc:latestEonOrHighestEonothem,Latest Eon Or Highest Eonothem,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,http://rs.tdwg.org/dwc/terms/version/latestEonOrHighestEonothem-2023-06-28,2023-06-28,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",Property,True,,http://rs.tdwg.org/dwc/terms/LatestEonOrLowestEonothem
dwc:latestEpochOrHighestSeries,Latest Epoch Or Highest Series,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,http://rs.tdwg.org/dwc/terms/version/latestEpochOrHighestSeries-2023-06-28,2023-06-28,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries
dwc:latestEraOrHighestErathem,Latest Era Or Highest Erathem,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,http://rs.tdwg.org/dwc/terms/version/latestEraOrHighestErathem-2023-06-28,2023-06-28,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem
dwc:latestPeriodOrHighestSystem,Latest Period Or Highest System,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,http://rs.tdwg.org/dwc/terms/version/latestPeriodOrHighestSystem-2023-06-28,2023-06-28,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem
dwc:lifeStage,Life Stage,http://rs.tdwg.org/dwc/terms/lifeStage,http://rs.tdwg.org/dwc/terms/version/lifeStage-2023-06-28,2023-06-28,The age class or life stage of the dwc:Organism(s) at the time the dwc:Occurrence was recorded.,Property,True,,http://rs.tdwg.org/dwc/dwcore/LifeStage
dwc:lithostratigraphicTerms,Lithostratigraphic Terms,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,http://rs.tdwg.org/dwc/terms/version/lithostratigraphicTerms-2017-10-06,2017-10-06,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms
dwc:locality,Locality,http://rs.tdwg.org/dwc/terms/locality,http://rs.tdwg.org/dwc/terms/version/locality-2023-06-28,2023-06-28,The specific description of the place.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Locality
dwc:locationAccordingTo,Location According To,http://rs.tdwg.org/dwc/terms/locationAccordingTo,http://rs.tdwg.org/dwc/terms/version/locationAccordingTo-2023-06-28,2023-06-28,"Information about the source of this dcterms:Location information. Could be a publication (gazetteer), institution, or team of individuals.",Property,True,,
dwc:locationAttributes,Location Attributes,http://rs.tdwg.org/dwc/terms/locationAttributes,http://rs.tdwg.org/dwc/terms/version/locationAttributes-2009-04-24,2014-10-23,"A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the location.",Property,False,This term is no longer recommended for use.,
dwc:locationID,Location ID,http://rs.tdwg.org/dwc/terms/locationID,http://rs.tdwg.org/dwc/terms/version/locationID-2023-06-28,2023-06-28,An identifier for the set of dcterms:Location information. May be a global unique identifier or an identifier specific to the data set.,Property,True,,http://rs.tdwg.org/dwc/terms/SamplingLocationID
dwc:locationRemarks,Location Remarks,http://rs.tdwg.org/dwc/terms/locationRemarks,http://rs.tdwg.org/dwc/terms/version/locationRemarks-2023-06-28,2023-06-28,Comments or notes about the dcterms:Location.,Property,True,Type:,http://rs.tdwg.org/dwc/terms/SamplingLocationRemarks
dwc:lowestBiostratigraphicZone,Lowest Biostratigraphic Zone,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,http://rs.tdwg.org/dwc/terms/version/lowestBiostratigraphicZone-2017-10-06,2017-10-06,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone
dwc:materialSampleID,Material Sample ID,http://rs.tdwg.org/dwc/terms/materialSampleID,http://rs.tdwg.org/dwc/terms/version/materialSampleID-2023-06-28,2023-06-28,"An identifier for the dwc:MaterialSample (as opposed to a particular digital record of the dwc:MaterialSample). In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the dwc:materialSampleID globally unique.",Property,True,,http://gensc.org/ns/mixs/source_mat_id
dwc:maximumDepthInMeters,Maximum Depth In Meters,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,http://rs.tdwg.org/dwc/terms/version/maximumDepthInMeters-2023-06-28,2023-06-28,"The greater depth of a range of depth below the local surface, in meters.",Property,True,,http://rs.tdwg.org/dwc/dwcore/MaximumDepthInMeters
dwc:maximumDistanceAboveSurfaceInMeters,Maximum Distance Above Surface In Meters,http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,http://rs.tdwg.org/dwc/terms/version/maximumDistanceAboveSurfaceInMeters-2023-06-28,2023-06-28,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",Property,True,,
dwc:maximumElevationInMeters,Maximum Elevation In Meters,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,http://rs.tdwg.org/dwc/terms/version/maximumElevationInMeters-2023-06-28,2023-06-28,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.",Property,True,,http://rs.tdwg.org/dwc/dwcore/MaximumElevationInMeters
dwc:measurementAccuracy,Measurement Accuracy,http://rs.tdwg.org/dwc/terms/measurementAccuracy,http://rs.tdwg.org/dwc/terms/version/measurementAccuracy-2023-06-28,2023-06-28,The description of the potential error associated with the dwc:measurementValue.,Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementAccuracy
dwc:measurementDeterminedBy,Measurement Determined By,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://rs.tdwg.org/dwc/terms/version/measurementDeterminedBy-2023-06-28,2023-06-28,"A list (concatenated and separated) of names of people, groups, or organizations who determined the value of the dwc:MeasurementOrFact.",Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementDeterminedBy
dwc:measurementDeterminedDate,Measurement Determined Date,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,http://rs.tdwg.org/dwc/terms/version/measurementDeterminedDate-2023-06-28,2023-06-28,The date on which the dwc:MeasurementOrFact was made.,Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementDeterminedDate
dwc:measurementID,Measurement ID,http://rs.tdwg.org/dwc/terms/measurementID,http://rs.tdwg.org/dwc/terms/version/measurementID-2023-06-28,2023-06-28,"An identifier for the dwc:MeasurementOrFact (information pertaining to measurements, facts, characteristics, or assertions). May be a global unique identifier or an identifier specific to the data set.",Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementID
dwc:measurementMethod,Measurement Method,http://rs.tdwg.org/dwc/terms/measurementMethod,http://rs.tdwg.org/dwc/terms/version/measurementMethod-2023-06-28,2023-06-28,"A description of or reference to (publication, URI) the method or protocol used to determine the measurement, fact, characteristic, or assertion.",Property,Type:,,
dwc:measurementRemarks,Measurement Remarks,http://rs.tdwg.org/dwc/terms/measurementRemarks,http://rs.tdwg.org/dwc/terms/version/measurementRemarks-2023-06-28,2023-06-28,Comments or notes accompanying the dwc:MeasurementOrFact.,Property,True,Type:,http://rs.tdwg.org/dwc/terms/eventMeasurementRemarks
dwc:measurementType,Measurement Type,http://rs.tdwg.org/dwc/terms/measurementType,http://rs.tdwg.org/dwc/terms/version/measurementType-2023-06-28,2023-06-28,"The nature of the measurement, fact, characteristic, or assertion.",Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementType
dwc:measurementUnit,Measurement Unit,http://rs.tdwg.org/dwc/terms/measurementUnit,http://rs.tdwg.org/dwc/terms/version/measurementUnit-2023-06-28,2023-06-28,The units associated with the dwc:measurementValue.,Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementUnit
dwc:measurementValue,Measurement Value,http://rs.tdwg.org/dwc/terms/measurementValue,http://rs.tdwg.org/dwc/terms/version/measurementValue-2023-06-28,2023-06-28,"The value of the measurement, fact, characteristic, or assertion.",Property,True,,http://rs.tdwg.org/dwc/terms/eventMeasurementValue
dwc:member,Member,http://rs.tdwg.org/dwc/terms/member,http://rs.tdwg.org/dwc/terms/version/member-2023-06-28,2023-06-28,The full name of the lithostratigraphic member from which the cataloged item was collected.,Property,True,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member
dwc:minimumDepthInMeters,Minimum Depth In Meters,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,http://rs.tdwg.org/dwc/terms/version/minimumDepthInMeters-2023-06-28,2023-06-28,"The lesser depth of a range of depth below the local surface, in meters.",Property,True,,http://rs.tdwg.org/dwc/dwcore/MinimumDepthInMeters
dwc:minimumDistanceAboveSurfaceInMeters,Minimum Distance Above Surface In Meters,http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,http://rs.tdwg.org/dwc/terms/version/minimumDistanceAboveSurfaceInMeters-2023-06-28,2023-06-28,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",Property,True,,
dwc:minimumElevationInMeters,Minimum Elevation In Meters,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,http://rs.tdwg.org/dwc/terms/version/minimumElevationInMeters-2023-06-28,2023-06-28,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.",Property,True,,http://rs.tdwg.org/dwc/dwcore/MinimumElevationInMeters
dwc:month,Month,http://rs.tdwg.org/dwc/terms/month,http://rs.tdwg.org/dwc/terms/version/month-2023-06-28,2023-06-28,The integer month in which the dwc:Event occurred.,Property,True,,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected
dwc:municipality,Third Order Division,http://rs.tdwg.org/dwc/terms/municipality,http://rs.tdwg.org/dwc/terms/version/municipality-2023-06-28,2023-06-28,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the dcterms:Location occurs. Do not use this term for a nearby named place that does not contain the actual dcterms:Location.",Property,True,,
dwc:nameAccordingTo,Name According To,http://rs.tdwg.org/dwc/terms/nameAccordingTo,http://rs.tdwg.org/dwc/terms/version/nameAccordingTo-2023-06-28,2023-06-28,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.",Property,True,,http://rs.tdwg.org/dwc/terms/taxonAccordingTo
dwc:nameAccordingToID,Name According To ID,http://rs.tdwg.org/dwc/terms/nameAccordingToID,http://rs.tdwg.org/dwc/terms/version/nameAccordingToID-2023-06-28,2023-06-28,An identifier for the source in which the specific taxon concept circumscription is defined or implied. See dwc:nameAccordingTo.,Property,True,,
dwc:namePublicationID,Name Publication ID,http://rs.tdwg.org/dwc/terms/namePublicationID,http://rs.tdwg.org/dwc/terms/version/namePublicationID-2009-05-18,2009-09-21,A resolvable globally unique identifier for the original publication of the scientificName.,Property,False,This term is no longer recommended for use.,
dwc:namePublishedIn,Name Published In,http://rs.tdwg.org/dwc/terms/namePublishedIn,http://rs.tdwg.org/dwc/terms/version/namePublishedIn-2023-06-28,2023-06-28,A reference for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,Property,True,,
dwc:namePublishedInID,Name Published In ID,http://rs.tdwg.org/dwc/terms/namePublishedInID,http://rs.tdwg.org/dwc/terms/version/namePublishedInID-2023-06-28,2023-06-28,An identifier for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,Property,True,,http://rs.tdwg.org/dwc/terms/namePublicationID
dwc:namePublishedInYear,Name Published In Year,http://rs.tdwg.org/dwc/terms/namePublishedInYear,http://rs.tdwg.org/dwc/terms/version/namePublishedInYear-2023-06-28,2023-06-28,The four-digit year in which the dwc:scientificName was published.,Property,True,,
dwc:nomenclaturalCode,Nomenclatural Code,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,http://rs.tdwg.org/dwc/terms/version/nomenclaturalCode-2023-06-28,2023-06-28,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,Property,True,,http://rs.tdwg.org/dwc/dwcore/NomenclaturalCode
dwc:nomenclaturalStatus,Nomenclatural Status,http://rs.tdwg.org/dwc/terms/nomenclaturalStatus,http://rs.tdwg.org/dwc/terms/version/nomenclaturalStatus-2023-06-28,2023-06-28,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,Property,True,,
dwc:occurrenceAttributes,Occurrence Attributes,http://rs.tdwg.org/dwc/terms/occurrenceAttributes,http://rs.tdwg.org/dwc/terms/version/occurrenceAttributes-2009-04-24,2009-10-09,"A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the Occurrence.",Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/dwcore/Attributes
dwc:occurrenceDetails,Occurrence Details,http://rs.tdwg.org/dwc/terms/occurrenceDetails,http://rs.tdwg.org/dwc/terms/version/occurrenceDetails-2009-04-24,2009-10-09,"A reference (publication, URI) to the most detailed information available about the Occurrence.",Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/dwcore/RelatedInformation
dwc:occurrenceID,Occurrence ID,http://rs.tdwg.org/dwc/terms/occurrenceID,http://rs.tdwg.org/dwc/terms/version/occurrenceID-2023-06-28,2023-06-28,"An identifier for the dwc:Occurrence (as opposed to a particular digital record of the dwc:Occurrence). In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the dwc:occurrenceID globally unique.",Property,True,,http://rs.tdwg.org/dwc/dwcore/GlobalUniqueIdentifier
dwc:occurrenceMeasurementAccuracy,Occurrence Measurement Accuracy,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementAccuracy,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementAccuracy-2009-04-24,2009-10-09,The description of the error associated with the occurrenceAttributeValue.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeAccuracy
dwc:occurrenceMeasurementDeterminedBy,Occurrence Measurement Determined By,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementDeterminedBy,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementDeterminedBy-2009-04-24,2009-10-09,The agent responsible for having determined the value of the measurement or characteristic of the occurrence.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeDeterminedBy
dwc:occurrenceMeasurementDeterminedDate,Occurrence Measurement Determined Date,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementDeterminedDate,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementDeterminedDate-2009-04-24,2009-10-09,"The date on which the the measurement or characteristic of the occurrence was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).",Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeDeterminedDate
dwc:occurrenceMeasurementID,Occurrence Measurement ID,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementID,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementID-2009-04-24,2009-10-09,An identifier for the occurrence attribute. May be a global unique identifier or an identifier specific to the data set.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeID
